wc_row_number,wc_id,wc_type,wc_sku,wc_mpn,wc_name,wc_short_description,wc_description,wc_categories,reference_match_status,drywall_scope,reference_model,reference_section,reference_catalog_page,reference_page_title,reference_page_name,reference_enrichment_name,reference_enrichment_short_description,reference_enrichment_description,reference_mapping_category,reference_mapping_subcategory,reference_mapping_product,proposed_name,proposed_short_description,proposed_description,proposed_categories,can_update_name,can_update_short_description,can_update_description,can_update_categories,name_match_quality,notes
744,,simple,17591,EHC10,TapeTech MaxxBox Flat Box,,"TapeTech 10"" MaxxBox Flat Box EHC10",Drywall Finishing Tools > TapeTech > Replacement Parts,matched_by_mpn,1,EHC10,MaxxBoxes,27,MaxxBoxes,TapeTech MaxxBox Flat Box,TapeTech MaxxBox Flat Box,"TapeTech 10"" MaxxBox Flat Box EHC10","TapeTech 10"" MaxxBox Flat Box EHC10",Automatic Taping & Finishing Tools,High Capacity Boxes,MaxxBox High Capacity Box,TapeTech MaxxBox Flat Box,"TapeTech 10"" MaxxBox Flat Box EHC10","TapeTech 10"" MaxxBox Flat Box EHC10",Drywall Finishing Tools > TapeTech > Automatic Taping & Finishing Tools > High Capacity Boxes > MaxxBox High Capacity Box,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy
745,,simple,17595,EHC12,TapeTech MaxxBox Flat Box,,"TapeTech 12"" MaxxBox Flat Box EHC12",Drywall Finishing Tools > TapeTech > Replacement Parts,matched_by_mpn,1,EHC12,MaxxBoxes,27,MaxxBoxes,TapeTech MaxxBox Flat Box,TapeTech MaxxBox Flat Box,"TapeTech 12"" MaxxBox Flat Box EHC12","TapeTech 12"" MaxxBox Flat Box EHC12",Automatic Taping & Finishing Tools,High Capacity Boxes,MaxxBox High Capacity Box,TapeTech MaxxBox Flat Box,"TapeTech 12"" MaxxBox Flat Box EHC12","TapeTech 12"" MaxxBox Flat Box EHC12",Drywall Finishing Tools > TapeTech > Automatic Taping & Finishing Tools > High Capacity Boxes > MaxxBox High Capacity Box,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy
747,,simple,17601,40XTT,"TapeTech 2"" Angle Head",,"TapeTech 2"" Angle Head Drywall Corner Finishing Tool 40XTT",Drywall Finishing Tools > TapeTech > Automatic Tapers,matched_by_mpn,1,40XTT,Corner Finishers,22,Corner Finishers,"TapeTech 2"" Angle Head","TapeTech 2"" Angle Head","TapeTech 2"" Angle Head Drywall Corner Finishing Tool 40XTT","TapeTech 2"" Angle Head Drywall Corner Finishing Tool 40XTT",Automatic Taping & Finishing Tools,Corner Finishers,Corner Finisher,"TapeTech 2"" Angle Head","TapeTech 2"" Angle Head Drywall Corner Finishing Tool 40XTT","TapeTech 2"" Angle Head Drywall Corner Finishing Tool 40XTT",Drywall Finishing Tools > TapeTech > Automatic Taping & Finishing Tools > Corner Finishers > Corner Finisher,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy
748,,simple,17603,48TT,"TapeTech 3"" EasyRoll® Angle Head",,"TapeTech 3"" EasyRoll® Angle Head Corner Finishing Tool 48TT",Drywall Finishing Tools > TapeTech > Replacement Parts,matched_by_mpn,1,48TT,Corner Finishers,23,Corner Finishers,"TapeTech 3"" EasyRoll® Angle Head","TapeTech 3"" EasyRoll® Angle Head","TapeTech 3"" EasyRoll® Angle Head Corner Finishing Tool 48TT","TapeTech 3"" EasyRoll® Angle Head Corner Finishing Tool 48TT",Automatic Taping & Finishing Tools,Adjustable Corner Finishers,EasyRoll Adjustable Corner Finisher,"TapeTech 3"" EasyRoll® Angle Head","TapeTech 3"" EasyRoll® Angle Head Corner Finishing Tool 48TT","TapeTech 3"" EasyRoll® Angle Head Corner Finishing Tool 48TT",Drywall Finishing Tools > TapeTech > Automatic Taping & Finishing Tools > Adjustable Corner Finishers > EasyRoll Adjustable Corner Finisher,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy
749,,simple,17605,48XTT,"TapeTech 3.5"" EasyRoll® Angle Head",,"TapeTech 3.5"" EasyRoll® Angle Head Corner Finishing Tool 48XTT",Drywall Finishing Tools > TapeTech > Replacement Parts,matched_by_mpn,1,48XTT,Corner Finishers,23,Corner Finishers,"TapeTech 3.5"" EasyRoll® Angle Head","TapeTech 3.5"" EasyRoll® Angle Head","TapeTech 3.5"" EasyRoll® Angle Head Corner Finishing Tool 48XTT","TapeTech 3.5"" EasyRoll® Angle Head Corner Finishing Tool 48XTT",Automatic Taping & Finishing Tools,Adjustable Corner Finishers,EasyRoll Adjustable Corner Finisher,"TapeTech 3.5"" EasyRoll® Angle Head","TapeTech 3.5"" EasyRoll® Angle Head Corner Finishing Tool 48XTT","TapeTech 3.5"" EasyRoll® Angle Head Corner Finishing Tool 48XTT",Drywall Finishing Tools > TapeTech > Automatic Taping & Finishing Tools > Adjustable Corner Finishers > EasyRoll Adjustable Corner Finisher,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy
763,,simple,17639,8034TT,"TapeTech 34"" Flat Box Handle",,"TapeTech 34"" Flat Box Handle 8034TT",Drywall Finishing Tools > TapeTech > Finishing Boxes,matched_by_mpn,1,8034TT,Finishing Box Handles,32,Finishing Box Handles,"TapeTech 34"" Flat Box Handle","TapeTech 34"" Flat Box Handle","TapeTech 34"" Flat Box Handle 8034TT","TapeTech 34"" Flat Box Handle 8034TT",Automatic Taping & Finishing Tools,Box Handles,Box Handle,"TapeTech 34"" Flat Box Handle","TapeTech 34"" Flat Box Handle 8034TT","TapeTech 34"" Flat Box Handle 8034TT",Drywall Finishing Tools > TapeTech > Automatic Taping & Finishing Tools > Box Handles > Box Handle,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy
764,,simple,17988,BHE-SW,TapeTech SideWinder Brakeless Flat Box Handle,,TapeTech SideWinder Brakeless Flat Box Handle,Drywall Finishing Tools > TapeTech > Finishing Boxes,matched_by_mpn,1,BHE-SW,SideWinder Brakeless Finishing Box Handle,34,SideWinder Brakeless Finishing Box Handle,TapeTech SideWinder Brakeless Flat Box Handle,TapeTech SideWinder Brakeless Flat Box Handle,TapeTech SideWinder Brakeless Flat Box Handle,TapeTech SideWinder Brakeless Flat Box Handle,Automatic Taping & Finishing Tools,Box Handles,SideWinder Rotational Brakeless Handle,TapeTech SideWinder Brakeless Flat Box Handle,TapeTech SideWinder Brakeless Flat Box Handle,TapeTech SideWinder Brakeless Flat Box Handle,Drywall Finishing Tools > TapeTech > Automatic Taping & Finishing Tools > Box Handles > SideWinder Rotational Brakeless Handle,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy
851,,simple,18218,SCP02,TapeTech Bucket Scoop - ProSoft Grip,,"TapeTech 6.5"" Stainless Steel Bucket Scoop",Drywall Finishing Tools > TapeTech > Taping Knives & Trowels,matched_by_mpn,1,SCP02,"Mud Pans, Hawks, Bucket Scoop, Mixing Paddle",44,"Mud Pans, Hawks, Bucket Scoop, Mixing Paddle",TapeTech Bucket Scoop - ProSoft Grip,TapeTech Bucket Scoop - ProSoft Grip,"TapeTech 6.5"" Stainless Steel Bucket Scoop","TapeTech 6.5"" Stainless Steel Bucket Scoop",Tools of the Trade,Bucket Scoop,Bucket Scoop,TapeTech Bucket Scoop - ProSoft Grip,"TapeTech 6.5"" Stainless Steel Bucket Scoop","TapeTech 6.5"" Stainless Steel Bucket Scoop",Drywall Finishing Tools > TapeTech > Tools of the Trade > Bucket Scoop > Bucket Scoop,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy
986,,simple,18455,CROLL02,TapeTech Premium Inside Corner Compound Roller with Frame,,"TapeTech 2"" Inside Corner Compound Roller with Cage CROLL02",Drywall Finishing Tools > TapeTech > Taping Knives & Trowels,matched_by_mpn,1,CROLL02,Compound Rollers,46,Compound Rollers,TapeTech Premium Inside Corner Compound Roller with Frame,TapeTech Premium Inside Corner Compound Roller with Frame,"TapeTech 2"" Inside Corner Compound Roller with Cage CROLL02","TapeTech 2"" Inside Corner Compound Roller with Cage CROLL02",Compound Rollers,Rollers,Premium Compound Roller,TapeTech Premium Inside Corner Compound Roller with Frame,"TapeTech 2"" Inside Corner Compound Roller with Cage CROLL02","TapeTech 2"" Inside Corner Compound Roller with Cage CROLL02",Drywall Finishing Tools > TapeTech > Compound Rollers > Rollers > Premium Compound Roller,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy
987,,simple,18459,CROLLHAN2,"TapeTech Compound Roller Support Handle 44"" 79""",,"TapeTech Compound Roller Support Handle 44"" - 79"" (2m) CROLLHAN2",Drywall Finishing Tools > TapeTech > Taping Knives & Trowels,matched_by_mpn,1,CROLLHAN2,Compound Rollers,46,Compound Rollers,"TapeTech Compound Roller Support Handle 44"" 79""","TapeTech Compound Roller Support Handle 44"" 79""","TapeTech Compound Roller Support Handle 44"" - 79"" (2m) CROLLHAN2","TapeTech Compound Roller Support Handle 44"" - 79"" (2m) CROLLHAN2",Compound Rollers,Support Handles,Compound Roller Support Handle,"TapeTech Compound Roller Support Handle 44"" 79""","TapeTech Compound Roller Support Handle 44"" - 79"" (2m) CROLLHAN2","TapeTech Compound Roller Support Handle 44"" - 79"" (2m) CROLLHAN2",Drywall Finishing Tools > TapeTech > Compound Rollers > Support Handles > Compound Roller Support Handle,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy
988,,simple,18461,CCAGE09,"TapeTech 9"" Roller Frame",,"TapeTech 9"" Compound Roller Cage CCAGE09",Drywall Finishing Tools > TapeTech > Taping Knives & Trowels,matched_by_mpn,1,CCAGE09,Compound Rollers,46,Compound Rollers,"TapeTech 9"" Roller Frame","TapeTech 9"" Roller Frame","TapeTech 9"" Compound Roller Cage CCAGE09","TapeTech 9"" Compound Roller Cage CCAGE09",Compound Rollers,Roller Cages,Roller Cage,"TapeTech 9"" Roller Frame","TapeTech 9"" Compound Roller Cage CCAGE09","TapeTech 9"" Compound Roller Cage CCAGE09",Drywall Finishing Tools > TapeTech > Compound Rollers > Roller Cages > Roller Cage,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy
993,,simple,18473,MR01TT,TapeTech MudRunner Pro,,TapeTech MudRunner® Pro MR01TT,Drywall Finishing Tools > TapeTech > Corner & Angle Tools,matched_by_mpn,1,MR01TT,MudRunner Pro,21,MudRunner Pro,TapeTech MudRunner Pro,TapeTech MudRunner Pro,TapeTech MudRunner® Pro MR01TT,TapeTech MudRunner® Pro MR01TT,Automatic Taping & Finishing Tools,MudRunner,MudRunner Pro,TapeTech MudRunner Pro,TapeTech MudRunner® Pro MR01TT,TapeTech MudRunner® Pro MR01TT,Drywall Finishing Tools > TapeTech > Automatic Taping & Finishing Tools > MudRunner > MudRunner Pro,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy
994,,simple,18474,MRX01TT,TapeTech MudRunner Pro Extension,,TapeTech MudRunner® Pro Extension MRX01TT,Drywall Finishing Tools > TapeTech > Corner & Angle Tools,matched_by_mpn,1,MRX01TT,MudRunner Pro,21,MudRunner Pro,TapeTech MudRunner Pro Extension,TapeTech MudRunner Pro Extension,TapeTech MudRunner® Pro Extension MRX01TT,TapeTech MudRunner® Pro Extension MRX01TT,Automatic Taping & Finishing Tools,MudRunner,MudRunner Extension,TapeTech MudRunner Pro Extension,TapeTech MudRunner® Pro Extension MRX01TT,TapeTech MudRunner® Pro Extension MRX01TT,Drywall Finishing Tools > TapeTech > Automatic Taping & Finishing Tools > MudRunner > MudRunner Extension,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy
1000,,simple,18486,JS01,"TapeTech 6.5"" Carbon Steel Jab Saw",,"TapeTech 6.5"" Carbon Steel Jab Saw",Drywall Finishing Tools > TapeTech > Taping Knives & Trowels,matched_by_mpn,1,JS01,Tools of the Trade,45,Tools of the Trade,"TapeTech 6.5"" Carbon Steel Jab Saw","TapeTech 6.5"" Carbon Steel Jab Saw","TapeTech 6.5"" Carbon Steel Jab Saw","TapeTech 6.5"" Carbon Steel Jab Saw",Tools of the Trade,Saws,Carbon Steel Jab Saw,"TapeTech 6.5"" Carbon Steel Jab Saw","TapeTech 6.5"" Carbon Steel Jab Saw","TapeTech 6.5"" Carbon Steel Jab Saw",Drywall Finishing Tools > TapeTech > Tools of the Trade > Saws > Carbon Steel Jab Saw,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy
1354,,simple,4809,400009F,"TapeTech 2"" Carbide Blade",,,Drywall Finishing Tools > TapeTech > Replacement Parts,matched_by_mpn,1,400009F,Corner Finishers,22,Corner Finishers,"TapeTech 2"" Carbide Blade","TapeTech 2"" Carbide Blade",,,,,,"TapeTech 2"" Carbide Blade","TapeTech 2"" Carbide Blade",,,0,1,0,0,equivalent,short description can be populated from reference
1370,,simple,4826,450009F,"TapeTech 3"" Carbide Blade",,,Drywall Finishing Tools > TapeTech > Replacement Parts,matched_by_mpn,1,450009F,Corner Finishers,22,Corner Finishers,"TapeTech 3"" Carbide Blade","TapeTech 3"" Carbide Blade",,,,,,"TapeTech 3"" Carbide Blade","TapeTech 3"" Carbide Blade",,,0,1,0,0,equivalent,short description can be populated from reference
1492,,simple,72045,VEXSET4,TapeTech Outside Corner Trowel Set - 4 Piece,,TapeTech Outside Corner Trowel Set - 4 Piece VEXSET4,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels,no_reference_match,1,,,,,,,,,Premium Knives & Trowels,Corner Trowels,Outside Corner Trowel Set,,,,Drywall Finishing Tools > TapeTech > Premium Knives & Trowels > Corner Trowels > Outside Corner Trowel Set,0,0,0,1,,mpn not present in drywall tool references
1493,,simple,72046,VINSET4,TapeTech Inside Corner Trowel Set - 4 Piece,,TapeTech Inside Corner Trowel Set - 4 Piece VINSET4,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels,no_reference_match,1,,,,,,,,,Premium Knives & Trowels,Corner Trowels,Inside Corner Trowel Set,,,,Drywall Finishing Tools > TapeTech > Premium Knives & Trowels > Corner Trowels > Inside Corner Trowel Set,0,0,0,1,,mpn not present in drywall tool references
1505,,simple,7350,88TTE,TapeTech Xtender Flat Box Handle,,TapeTech Xtender Flat Box Handle 88TTE,Drywall Finishing Tools > TapeTech > Finishing Boxes,matched_by_mpn,1,88TTE,Finishing Box Handles,32,Finishing Box Handles,TapeTech Xtender Flat Box Handle,TapeTech Xtender Flat Box Handle,TapeTech Xtender Flat Box Handle 88TTE,TapeTech Xtender Flat Box Handle 88TTE,,,,TapeTech Xtender Flat Box Handle,TapeTech Xtender Flat Box Handle 88TTE,TapeTech Xtender Flat Box Handle 88TTE,,0,1,0,0,equivalent,short description can be populated from reference
1506,,simple,7579,15TTE,TapeTech Corner Roller Head,,TapeTech Corner Roller 15TTE,Drywall Finishing Tools > TapeTech > Automatic Tapers,no_reference_match,1,,,,,,,,,Automatic Taping & Finishing Tools,Corner Rollers,Inside Corner Roller,,,,Drywall Finishing Tools > TapeTech > Automatic Taping & Finishing Tools > Corner Rollers > Inside Corner Roller,0,0,0,1,,mpn not present in drywall tool references
1509,,simple,7638,76TT,TapeTech EasyClean® Loading Pump,,TapeTech EasyClean® Loading Pump 76TT,Drywall Finishing Tools > TapeTech > Automatic Tapers,matched_by_mpn,1,76TT,Loading Pumps,13,Loading Pumps,TapeTech EasyClean® Loading Pump,TapeTech EasyClean® Loading Pump,TapeTech EasyClean® Loading Pump 76TT,TapeTech EasyClean® Loading Pump 76TT,Automatic Taping & Finishing Tools,Loading Pumps,EasyClean Pump,TapeTech EasyClean® Loading Pump,TapeTech EasyClean® Loading Pump 76TT,TapeTech EasyClean® Loading Pump 76TT,Drywall Finishing Tools > TapeTech > Automatic Taping & Finishing Tools > Loading Pumps > EasyClean Pump,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy
1513,,variable,14132,QB6003-5,TapeTech QSX Flat Finishing Blade,,"TapeTech 8"" QSX Flat Finishing Blade",Drywall Finishing Tools > TapeTech > Continuous Flow System,matched_by_mpn,1,QB6003-5,QuickBox QSX,30,QuickBox QSX,TapeTech QSX Flat Finishing Blade,TapeTech QSX Flat Finishing Blade,"TapeTech 8"" QSX Flat Finishing Blade","TapeTech 8"" QSX Flat Finishing Blade",,,,TapeTech QSX Flat Finishing Blade,"TapeTech 8"" QSX Flat Finishing Blade","TapeTech 8"" QSX Flat Finishing Blade",,0,1,0,0,equivalent,short description can be populated from reference; duplicate MPN appears in multiple wc-catalog rows
1514,,variable,15035,JK01SSTT,TapeTech Premium Stainless Steel Joint Knife,,"TapeTech 0.75"" Premium Stainless Steel Joint Knife",Drywall Finishing Tools > TapeTech > Taping Knives & Trowels,matched_by_mpn,1,JK01SSTT,Premium Taping Knives,37,Premium Taping Knives,TapeTech Premium Stainless Steel Joint Knife,TapeTech Premium Stainless Steel Joint Knife,"TapeTech 0.75"" Premium Stainless Steel Joint Knife","TapeTech 0.75"" Premium Stainless Steel Joint Knife",Premium Knives & Trowels,Jointing Knives,Jointing Knife,TapeTech Premium Stainless Steel Joint Knife,"TapeTech 0.75"" Premium Stainless Steel Joint Knife","TapeTech 0.75"" Premium Stainless Steel Joint Knife",Drywall Finishing Tools > TapeTech > Premium Knives & Trowels > Jointing Knives > Jointing Knife,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy; duplicate MPN appears in multiple wc-catalog rows
1515,,variable,15041,TK08SSTT,TapeTech Premium Stainless Steel Taping Knife,,"TapeTech 14"" Premium Stainless Steel Taping Knife",Drywall Finishing Tools > TapeTech > Taping Knives & Trowels,matched_by_mpn,1,TK08SSTT,Premium Taping Knives,37,Premium Taping Knives,TapeTech Premium Stainless Steel Taping Knife,TapeTech Premium Stainless Steel Taping Knife,"TapeTech 14"" Premium Stainless Steel Taping Knife","TapeTech 14"" Premium Stainless Steel Taping Knife",Premium Knives & Trowels,Taping Knives,Taping Knife,TapeTech Premium Stainless Steel Taping Knife,"TapeTech 14"" Premium Stainless Steel Taping Knife","TapeTech 14"" Premium Stainless Steel Taping Knife",Drywall Finishing Tools > TapeTech > Premium Knives & Trowels > Taping Knives > Taping Knife,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy; duplicate MPN appears in multiple wc-catalog rows
1516,,variable,15045,JK04CSTT,TapeTech Premium Carbon Steel Joint Knife,,"TapeTech 6"" Premium Carbon Steel Joint Knife",Drywall Finishing Tools > TapeTech > Taping Knives & Trowels,matched_by_mpn,1,JK04CSTT,Premium Taping Knives,37,Premium Taping Knives,TapeTech Premium Carbon Steel Joint Knife,TapeTech Premium Carbon Steel Joint Knife,"TapeTech 6"" Premium Carbon Steel Joint Knife","TapeTech 6"" Premium Carbon Steel Joint Knife",Premium Knives & Trowels,Specialty Knives,Jointing Knife,TapeTech Premium Carbon Steel Joint Knife,"TapeTech 6"" Premium Carbon Steel Joint Knife","TapeTech 6"" Premium Carbon Steel Joint Knife",Drywall Finishing Tools > TapeTech > Premium Knives & Trowels > Specialty Knives > Jointing Knife,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy; duplicate MPN appears in multiple wc-catalog rows
1517,,variable,15048,TK08BSTT,TapeTech Premium Blue Steel Taping Knife,,"TapeTech 14"" Premium Blue Steel Taping Knife",Drywall Finishing Tools > TapeTech > Taping Knives & Trowels,matched_by_mpn,1,TK08BSTT,Premium Taping Knives,37,Premium Taping Knives,TapeTech Premium Blue Steel Taping Knife,TapeTech Premium Blue Steel Taping Knife,"TapeTech 14"" Premium Blue Steel Taping Knife","TapeTech 14"" Premium Blue Steel Taping Knife",Premium Knives & Trowels,Taping Knives,Taping Knife,TapeTech Premium Blue Steel Taping Knife,"TapeTech 14"" Premium Blue Steel Taping Knife","TapeTech 14"" Premium Blue Steel Taping Knife",Drywall Finishing Tools > TapeTech > Premium Knives & Trowels > Taping Knives > Taping Knife,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy; duplicate MPN appears in multiple wc-catalog rows
1557,,variation,14132,QB6003-5,TapeTech QSX Flat Finishing Blade,,TapeTech 6.5 QSX Flat Finishing Blade,Drywall Finishing Tools > TapeTech > Continuous Flow System,matched_by_mpn,1,QB6003-5,QuickBox QSX,30,QuickBox QSX,TapeTech QSX Flat Finishing Blade,TapeTech QSX Flat Finishing Blade,"TapeTech 8"" QSX Flat Finishing Blade","TapeTech 8"" QSX Flat Finishing Blade",,,,TapeTech QSX Flat Finishing Blade,"TapeTech 8"" QSX Flat Finishing Blade","TapeTech 8"" QSX Flat Finishing Blade",,0,1,0,0,equivalent,short description can be populated from reference; duplicate MPN appears in multiple wc-catalog rows
1558,,variation,14135,QB6043-5,"TapeTech 6.5"" QSX Notched Blade",,"TapeTech 6.5"" QSX Notched Blade",Drywall Finishing Tools > TapeTech > Finishing Boxes,matched_by_mpn,1,QB6043-5,QuickBox QSX,30,QuickBox QSX,"TapeTech 6.5"" QSX Notched Blade","TapeTech 6.5"" QSX Notched Blade","TapeTech 6.5"" QSX Notched Blade","TapeTech 6.5"" QSX Notched Blade",,,,"TapeTech 6.5"" QSX Notched Blade","TapeTech 6.5"" QSX Notched Blade","TapeTech 6.5"" QSX Notched Blade",,0,1,0,0,equivalent,short description can be populated from reference
1559,,variation,14579,QB8003-5,"TapeTech 8"" QSX Flat Finishing Blade",,"TapeTech 8"" QSX Flat Finishing Blade",Drywall Finishing Tools > TapeTech > Finishing Boxes,matched_by_mpn,1,QB8003-5,QuickBox QSX,30,QuickBox QSX,"TapeTech 8"" QSX Flat Finishing Blade","TapeTech 8"" QSX Flat Finishing Blade","TapeTech 8"" QSX Flat Finishing Blade","TapeTech 8"" QSX Flat Finishing Blade",,,,"TapeTech 8"" QSX Flat Finishing Blade","TapeTech 8"" QSX Flat Finishing Blade","TapeTech 8"" QSX Flat Finishing Blade",,0,1,0,0,equivalent,short description can be populated from reference
1560,,variation,14581,QB8043-5,"TapeTech 8"" QSX Notched Blade",,"TapeTech 8"" QSX Notched Blade",Drywall Finishing Tools > TapeTech > Finishing Boxes,matched_by_mpn,1,QB8043-5,QuickBox QSX,30,QuickBox QSX,"TapeTech 8"" QSX Notched Blade","TapeTech 8"" QSX Notched Blade","TapeTech 8"" QSX Notched Blade","TapeTech 8"" QSX Notched Blade",,,,"TapeTech 8"" QSX Notched Blade","TapeTech 8"" QSX Notched Blade","TapeTech 8"" QSX Notched Blade",,0,1,0,0,equivalent,short description can be populated from reference
1561,,variation,15035,JK01SSTT,TapeTech Premium Stainless Steel Joint Knife,,"TapeTech 1"" Premium Stainless Steel Joint Knife",Drywall Finishing Tools > TapeTech > Taping Knives & Trowels,matched_by_mpn,1,JK01SSTT,Premium Taping Knives,37,Premium Taping Knives,TapeTech Premium Stainless Steel Joint Knife,TapeTech Premium Stainless Steel Joint Knife,"TapeTech 0.75"" Premium Stainless Steel Joint Knife","TapeTech 0.75"" Premium Stainless Steel Joint Knife",Premium Knives & Trowels,Jointing Knives,Jointing Knife,TapeTech Premium Stainless Steel Joint Knife,"TapeTech 0.75"" Premium Stainless Steel Joint Knife","TapeTech 0.75"" Premium Stainless Steel Joint Knife",Drywall Finishing Tools > TapeTech > Premium Knives & Trowels > Jointing Knives > Jointing Knife,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy; duplicate MPN appears in multiple wc-catalog rows
1562,,variation,15036,JK02SSTT,TapeTech Premium Stainless Steel Joint Knife,,"TapeTech 2"" Premium Stainless Steel Joint Knife",Drywall Finishing Tools > TapeTech > Taping Knives & Trowels,matched_by_mpn,1,JK02SSTT,Premium Taping Knives,37,Premium Taping Knives,TapeTech Premium Stainless Steel Joint Knife,TapeTech Premium Stainless Steel Joint Knife,"TapeTech 2"" Premium Stainless Steel Joint Knife","TapeTech 2"" Premium Stainless Steel Joint Knife",Premium Knives & Trowels,Jointing Knives,Jointing Knife,TapeTech Premium Stainless Steel Joint Knife,"TapeTech 2"" Premium Stainless Steel Joint Knife","TapeTech 2"" Premium Stainless Steel Joint Knife",Drywall Finishing Tools > TapeTech > Premium Knives & Trowels > Jointing Knives > Jointing Knife,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy
1563,,variation,15037,JK03SSTT,TapeTech Premium Stainless Steel Joint Knife,,"TapeTech 3"" Premium Stainless Steel Joint Knife",Drywall Finishing Tools > TapeTech > Taping Knives & Trowels,matched_by_mpn,1,JK03SSTT,Premium Taping Knives,37,Premium Taping Knives,TapeTech Premium Stainless Steel Joint Knife,TapeTech Premium Stainless Steel Joint Knife,"TapeTech 3"" Premium Stainless Steel Joint Knife","TapeTech 3"" Premium Stainless Steel Joint Knife",Premium Knives & Trowels,Jointing Knives,Jointing Knife,TapeTech Premium Stainless Steel Joint Knife,"TapeTech 3"" Premium Stainless Steel Joint Knife","TapeTech 3"" Premium Stainless Steel Joint Knife",Drywall Finishing Tools > TapeTech > Premium Knives & Trowels > Jointing Knives > Jointing Knife,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy
1564,,variation,15038,JK04SSTT,TapeTech Premium Stainless Steel Joint Knife,,"TapeTech 4"" Premium Stainless Steel Joint Knife",Drywall Finishing Tools > TapeTech > Taping Knives & Trowels,matched_by_mpn,1,JK04SSTT,Premium Taping Knives,37,Premium Taping Knives,TapeTech Premium Stainless Steel Joint Knife,TapeTech Premium Stainless Steel Joint Knife,"TapeTech 4"" Premium Stainless Steel Joint Knife","TapeTech 4"" Premium Stainless Steel Joint Knife",Premium Knives & Trowels,Jointing Knives,Jointing Knife,TapeTech Premium Stainless Steel Joint Knife,"TapeTech 4"" Premium Stainless Steel Joint Knife","TapeTech 4"" Premium Stainless Steel Joint Knife",Drywall Finishing Tools > TapeTech > Premium Knives & Trowels > Jointing Knives > Jointing Knife,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy
1565,,variation,15039,JK05SSTT,TapeTech Premium Stainless Steel Joint Knife,,"TapeTech 5"" Premium Stainless Steel Joint Knife",Drywall Finishing Tools > TapeTech > Taping Knives & Trowels,matched_by_mpn,1,JK05SSTT,Premium Taping Knives,37,Premium Taping Knives,TapeTech Premium Stainless Steel Joint Knife,TapeTech Premium Stainless Steel Joint Knife,"TapeTech 5"" Premium Stainless Steel Joint Knife","TapeTech 5"" Premium Stainless Steel Joint Knife",Premium Knives & Trowels,Jointing Knives,Jointing Knife,TapeTech Premium Stainless Steel Joint Knife,"TapeTech 5"" Premium Stainless Steel Joint Knife","TapeTech 5"" Premium Stainless Steel Joint Knife",Drywall Finishing Tools > TapeTech > Premium Knives & Trowels > Jointing Knives > Jointing Knife,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy
