brand,name,description_full,sku,upc,price,price_numeric,description_short,image_1,image_2,image_3,image_4,image_5,image_6,image_7,image_8,image_9
Columbia Taping Tools,"Columbia Drywall Finishing Tool Smoothing Blade / Wipe Down Knife Triple Combo Set with Handle 10"" - 14"" - 24""","## Elevate Your Finishing Standards with the Columbia Tomahawk Set

Experience the pinnacle of drywall finishing performance with the Columbia Tomahawk Smoothing Blade Triple Combo Set. Designed specifically for the high-output professional, this kit delivers unmatched durability and precision, ensuring your tools perform under the most demanding job site conditions. By removing plastic components and utilizing a robust, direct-mount design, the Tomahawk series provides the reliability required for consistent, high-quality results.

## Engineered for Professional Durability

The Columbia Tomahawk series is built to withstand the rigors of daily use without the common failure points found in standard finishing tools. By eliminating plastic parts, these blades resist snapping under pressure, providing a solid, dependable toolset. The integration with standard Flat Box handles removes the need for plastic adaptors, which often fail under the weight of larger blades. This design choice not only increases the longevity of your equipment but also enhances stability, giving you superior control over the angle of attack while in motion.

## Key Features

- **All-Metal Construction:** Engineered without plastic pieces to prevent breakage and ensure maximum durability under heavy pressure.
- **Flat Box Handle Compatibility:** Direct-mount design eliminates weak plastic adaptors, ensuring a secure and stable connection for all blade sizes.
- **Superior Stability:** Provides consistent pressure and precise control, allowing for smooth, professional-grade finishes.
- **Comprehensive Combo Set:** Includes 10-inch, 14-inch, and 24-inch blades to cover a wide range of finishing applications.
- **Professional-Grade Engineering:** Designed to meet the high expectations of industry professionals, offering reliable performance on every project.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Columbia Taping Tools |
| Product Name | Columbia Tomahawk Smoothing Blade Triple Combo Set |
| SKU | GTSB-KIT |
| UPC | 810135988698 |
| Included Sizes | 10"", 14"", 24"" |
| Construction | All-Metal (No Plastic Parts) |",GTSB-KIT,810135988698,$345.00,345.0,"The Columbia Tomahawk set of Smoothing Blades is the most durable set on the market today. With no plastic pieces, the Tomahawk doesn't snap under pressure. And because the blades use a Flat Box handle, there are no plastic adaptors that will break with the weight of the larger blades. This also increases the stability and your ability to adjust the angle of attack while in motion. The Columbia Tomahawk will change what the industry expects from a professional-grade Smoothing Blade.",https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1692/2752/tomahawk_set__68370.1675191917.jpg?c=1&imbypass=on,,,,,,,,
Columbia Taping Tools,Columbia Drywall Taping Tools 7” Hinged Flat Finisher Box,"## Achieve Professional Precision with the Columbia 7” Hinged Flat Finisher Box

Elevate your drywall finishing workflow with the Columbia 7” Hinged Flat Finisher Box, a precision-engineered tool designed for optimal performance during base coating. Whether you are tackling residential or commercial projects, this finisher box delivers the consistent, high-quality results that professional contractors demand. By streamlining the application of drywall compound, this tool helps you maintain speed and accuracy on every seam.

## Engineered for Durability and Performance

This updated 7-inch model incorporates significant design enhancements to withstand the rigors of daily job site use. Columbia Taping Tools has focused on reliability, integrating advanced components that reduce maintenance and improve operational efficiency. With its robust build and user-friendly design, this flat box ensures that your base coats are applied evenly, minimizing the need for rework and maximizing your productivity.

## Key Features

- **No-Swell Gaskets:** Advanced gasket technology prevents swelling, ensuring a tight, reliable seal that maintains consistent compound pressure.
- **Pivoting Axle:** Designed for superior maneuverability, the pivoting axle allows the box to adapt to surface variations, ensuring a smooth and uniform finish.
- **Aluminum Wheels with O-Rings:** High-quality aluminum wheels feature integrated o-rings to provide excellent traction and smooth tracking across drywall surfaces.
- **Adjustable Stainless Steel Blade:** Offers precise control over the amount of compound applied, allowing for tailored finishing on flat joints.
- **Universal Compatibility:** Engineered to fit seamlessly with all leading brands of flat box handles, providing maximum versatility for your existing tool inventory.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Columbia Taping Tools |
| Product Name | Columbia Drywall Taping Tools 7” Hinged Flat Finisher Box |
| SKU | 7FFB |
| UPC | 824149000178 |
| Size | 7"" |
| Warranty | 5 Year Manufacturer Warranty |",7FFB,824149000178,$378.53,378.53,"Columbia Drywall Taping Tools 7” Hinged Flat Box is the perfect sized box for base coating taped seams. This new 7"" Columbia box has many new improvements including the ""No Swell"" rubber gaskets, pivoting axle, and aluminum wheels with integrated o-rings. The adjustable, stainless steel blade delivers the right amount of drywall compound to finish flat joints evenly. The box will fit on all leading brands of flat box handles.Covered by a5 Year manufacturer warranty.",https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/612/3714/columbia_7ffb__87000.1675191930.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/612/3814/columbia_7_ffb2__08193.1675191932.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/612/4064/columbia_7ffb_2__01186.1675191935.jpg?c=1&imbypass=on,,,,,,
Columbia Taping Tools,Columbia Drywall Taping Tools Tactical Set,"## Master Your Finish with the Columbia Tactical Set

Elevate your drywall finishing workflow with the Columbia Taping Tools Tactical Set. Engineered for the demanding professional, this comprehensive collection provides every essential tool required to execute a flawless finish from initial tape application to final coat. Eliminate the complexity of component selection with a curated, high-performance system designed to maximize productivity on every job site.

## Professional-Grade Durability and Organization

Columbia Taping Tools are synonymous with precision and longevity. This tactical set is built to withstand the rigors of daily use, ensuring consistent results and reduced downtime. To protect your equipment investment, this package includes a heavy-duty, professional-grade Road Case—a $599 value—providing secure storage and effortless transport between projects.

## Key Features

- **Comprehensive Finishing System:** A complete, end-to-end solution for taping and finishing, removing the need for piecemeal tool purchasing.
- **Columbia Precision Engineering:** Built to the exacting standards of professional drywall contractors for superior reliability and performance.
- **Included Heavy-Duty Road Case:** Safeguard your tools with a premium, durable storage solution designed for secure transit and organization.
- **Optimized Workflow:** Streamlined design allows for faster application and finishing, significantly increasing daily output.
- **Investment Protection:** High-value equipment deserves high-value protection; the included case ensures your tools remain in peak condition.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Columbia Taping Tools |
| Product Name | Columbia Drywall Taping Tools Tactical Set |
| SKU | TACSET |
| UPC | 810135988438 |
| Included Storage | Professional Road Case ($599 Value) |",TACSET,810135988438,"$5,746.32",5746.32,Special Promo - Columbia Tactical Set with a,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1911/1277/coltacccccc__54990.1675191896.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1911/1793/hqdefault_23_3__86453.1675191903.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1911/2371/columbia_matrix_1_2__05284.1675191912.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1911/3000/columbia_in_action_2__02469.1675191921.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1911/2287/columbia_sander4_1__74760.1675191911.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1911/2786/columbia_3ns21_1__27789.1675191918.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1911/1985/columbiacr_6__76346.1675191906.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1911/2606/columbia_nailspotter_with_handle_1__63866.1675191915.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1911/3189/columbia_taper_black84_1__41269.1675191923.jpg?c=1&imbypass=on
Columbia Taping Tools,Columbia Flusher Set Tool Case,"## Secure and Organize Your Finishing Arsenal

Keep your essential drywall finishing tools protected and ready for the next job site with the Columbia Flusher Set Tool Case. Engineered for the demanding professional, this rugged case provides a dedicated home for your semi-automatic tools, ensuring they remain organized, secure, and shielded from the rigors of transport and daily wear.

## Designed for Versatility and Compatibility

This case is specifically tailored to accommodate a wide range of semi-automatic finishing tools from industry-leading brands. Whether you are running a Columbia setup or integrating tools from other major manufacturers, this case offers the precise fit required to prevent damage during transit. Please note that this unit is optimized for flusher sets and semi-auto equipment and is not designed to house an Automatic Taper.

## Key Features

- **Universal Compatibility:** Designed to fit Columbia, Better-Than-Ever, Can-Am, Platinum, and TapeTech semi-automatic tool lines.
- **Professional Protection:** Safeguards your precision tools against impact, moisture, and job site debris.
- **Optimized Dimensions:** Features a spacious 52-inch interior length to accommodate various tool configurations.
- **Streamlined Transport:** Durable exterior construction ensures your gear arrives at the job site in peak condition.
- **Purpose-Built Design:** Specifically engineered for flusher sets and semi-auto tools for maximum efficiency.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Columbia Taping Tools |
| SKU | TC-1 |
| UPC | 810135988452 |
| Interior Dimensions | 52"" x 12"" |
| Exterior Dimensions | 53"" x 13"" |
| Compatibility | Columbia, Better-Than-Ever, Can-Am, Platinum, TapeTech Semi-Auto Tools |",TC-1,810135988452,$99.00,99.0,"Fits Columbia Semi-Auto Tools, Better-Than-Ever Semi-Auto Tools, Can-Am Semi-Auto Tools, Platinum Semi-Auto Tools, and TapeTech Semi-Auto Tools.",https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/2654/908/columbia_tool_case_1__06863.1675191891.jpg?c=1&imbypass=on,,,,,,,,
Columbia Taping Tools,Columbia Full Semi Automatic Set,"## Master the Art of Efficient Drywall Finishing

Transitioning from manual taping to automated systems is the single most effective way to increase your job site productivity. The Columbia Full Semi-Automatic Set is engineered specifically for contractors who demand professional-grade results without the steep learning curve of fully automated rigs. This comprehensive kit provides the essential tools required to streamline your workflow, reduce physical fatigue, and achieve a flawless finish on every seam.

## Precision Engineering for the Modern Contractor

Designed with the reliability Columbia Taping Tools is known for, this set bridges the gap between traditional hand-taping and high-speed production. Whether you are a general contractor taking on drywall finishing or a professional looking to optimize your tool kit, these semi-automatic components offer the perfect balance of control and speed. Experience the difference that precision-engineered equipment makes in your daily output.

## Key Features

- **Accelerated Workflow:** Dramatically reduce the time spent on taping and finishing compared to manual methods.
- **Intuitive Design:** User-friendly operation allows for a seamless transition for those new to automatic taping systems.
- **Professional Consistency:** Achieve uniform mud application and tape embedding for a superior, paint-ready surface.
- **Rugged Durability:** Built to withstand the rigors of daily job site use, ensuring long-term reliability and performance.
- **Versatile Application:** Perfectly suited for a wide range of drywall projects, from small repairs to full-room installations.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Columbia Taping Tools |
| Product Name | Columbia Full Semi Automatic Set |
| SKU | col-fullsemi |
| UPC | 810135984270 |",col-fullsemi,810135984270,"$1,177.99",1177.99,Columbia Full Semi Automatic Set,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/2624/1196/full_semi_auto_set__25727.1675191895.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/2624/1658/columbiasemi_1__37547.1675191901.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/2624/914/columbiasemi2_1__06179.1675191891.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/2624/2826/columbiasem1_1__23295.1675191918.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/2624/2023/columbiasemi3_1__79240.1675191907.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/2624/2625/columbiacr_5__46870.1675191915.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/2624/1826/columbia_icatt2_1__69473.1675191904.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/2624/2473/columbia_warranty_2__53586.1675191913.jpg?c=1&imbypass=on,
Columbia Taping Tools,Columbia Hot Mud Pump,"## Streamline Your Drywall Finishing

Elevate your job site efficiency with the Columbia Hot Mud Pump. Engineered specifically for professional drywall contractors who demand speed and reliability, this pump is optimized to handle fast-setting joint compounds with ease. By minimizing downtime associated with maintenance, this tool ensures you can maintain a consistent, productive workflow throughout the day.

## Rapid Maintenance Design

The standout feature of the Columbia Hot Mud Pump is its intuitive, quick-access architecture. Equipped with two heavy-duty stainless steel buckles, the main cylinder detaches from the pump head in seconds. This rapid disassembly is essential when working with quick-setting materials, allowing for thorough, hassle-free cleaning before the compound can cure inside the unit. Built to withstand the rigors of demanding environments, this pump is a dependable addition to any professional toolkit.

## Key Features

- **Quick-Release System:** Dual stainless steel buckles enable rapid cylinder removal for efficient cleaning.
- **Hot Mud Optimized:** Specifically designed to handle fast-setting joint compounds without clogging.
- **Simplified Cleanup:** Streamlined design prevents material buildup, saving valuable time at the end of the day.
- **Professional Durability:** Rugged construction engineered for the daily demands of the job site.
- **Industry-Leading Warranty:** Backed by a 5-year manufacturer warranty for long-term peace of mind.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Columbia Taping Tools |
| Product Name | Columbia Hot Mud Pump |
| SKU | HMP |
| UPC | 824149000437 |
| Warranty | 5 Year |",HMP,824149000437,$410.97,410.97,The Columbia Loading Pump is designed to be cleaned out very easily. There are 2 stainless buckles that hold the main cylinder to the head of the head of the pump that allow you to remove it quickly for easy cleanup. This allows you to run fast setting joint compound through this pump.,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1451/3267/httpwww.alstapingtools.comimagesproductsdetailcolumbiahotpump__48406.1675191924.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1451/2297/hqdefault_15_13__79239.1675191911.jpg?c=1&imbypass=on,,,,,,,
Columbia Taping Tools,Columbia Inside 90 Applicator with Wheels,"## Master 90-Degree Corner Finishing

Elevate your drywall finishing efficiency with the Columbia Inside 90 Applicator with Wheels. Engineered for the demanding professional, this tool streamlines the application of joint compound in 90-degree internal corners, ensuring consistent, high-quality results on every pass. By optimizing mud flow and minimizing manual effort, it allows finishers to maintain high productivity throughout the workday.

## Precision-Engineered for Durability

Built to withstand the rigors of daily job site use, the Inside 90 Applicator features a robust, CNC-machined aluminum body that guarantees long-term durability and structural integrity. The integrated Delrin wheels provide a frictionless glide along wall surfaces, significantly reducing operator fatigue and allowing for seamless, bidirectional mud application. This combination of premium materials and thoughtful design ensures the tool remains a reliable staple in your kit for years to come.

## Key Features

- **Bidirectional Application:** Equipped with three precision-drilled mud output holes, allowing for efficient operation in either direction to maximize workflow speed.
- **Versatile Compatibility:** Designed to integrate seamlessly with standard corner boxes or compound tubes, providing flexibility for various taping setups.
- **CNC-Machined Construction:** Crafted from high-grade aluminum to ensure consistent performance and resistance to wear in harsh construction environments.
- **Smooth Glide Technology:** Features high-quality Delrin wheels that minimize drag and ensure the tool tracks perfectly along the corner for a clean finish.
- **Professional Reliability:** Developed by Columbia Taping Tools to meet the exacting standards and performance requirements of professional drywall finishers.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Columbia Taping Tools |
| Product Name | Columbia Inside 90 Applicator with Wheels |
| SKU | ICATW |
| UPC | 824149008266 |
| Body Material | CNC Machined Aluminum |
| Wheel Material | Delrin |
| Application Type | 90-Degree Internal Corners |",ICATW,824149008266,$116.80,116.8,The Columbia Inside 90 Applicator is designed to work with a corner box or compound tube. It has 3 holes for mud output and can be used in both directions. The Derlin wheels help the tool run smoothly against the wall surface. The body is made of high-grade aluminum that is CNC machined to provide years of use.,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3553/1222/httpwww.alstapingtools.comimagesproductsdetailcolumbiaicatt2__42107.1675191895.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3553/1153/hqdefault_18__87113.1675191894.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3553/482/two-way_internal_corner_applicator_icatw_-_back__25724.1675191885.jpg?c=1&imbypass=on,,,,,,
Columbia Taping Tools,Columbia Inside Corner Applicator 2 Wheels,"## Professional-Grade Precision for Inside Corners

Elevate your drywall finishing workflow with the Columbia Inside Corner Applicator. Engineered for the professional finisher who demands consistency and speed, this tool streamlines the application of joint compound to inside corners, ensuring a flawless finish every time. Whether you are tackling residential renovations or large-scale commercial projects, this applicator provides the reliability and performance required to get the job done right.

## Precision-Engineered for Durability

Crafted from high-grade solid aluminum billet, this applicator is built to withstand the rigors of daily job site use. The robust construction ensures long-term reliability, while the specialized Delrin wheels provide a smooth, frictionless glide along the wall surface. By minimizing drag and maximizing compound distribution, this tool helps you achieve professional-grade corners with significantly less effort, reducing the need for extensive sanding or touch-ups.

## Key Features

- **Solid Aluminum Billet Construction:** Precision-machined for maximum durability and resistance to job site wear.
- **Smooth Delrin Wheels:** Engineered for effortless movement, ensuring the applicator glides seamlessly along the wall without marring the surface.
- **High-Precision Application:** Designed to deliver a consistent, uniform layer of joint compound for a superior finish.
- **Professional Efficiency:** Optimizes your workflow, allowing for faster corner finishing without sacrificing quality.
- **Reliable Performance:** Built by Columbia Taping Tools to meet the exacting standards of professional drywall contractors.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Columbia Taping Tools |
| Product Name | Columbia Inside Corner Applicator 2 Wheels |
| SKU | ICA2-1 |
| UPC | 824149008174 |
| Material | Solid Aluminum Billet |
| Wheel Configuration | 2-Wheel |",ICA2-1,824149008174,$68.13,68.13,Columbia Inside Corner Applicators,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/445/1036/inside_corner_applicator_2_wheels_ica-4_-_front__65333.1675191893.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/445/1543/inside_corner_applicator_2_wheels_ica1-2_-back__38814.1675191900.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/445/602/hqdefault_18_1__32331.1675191887.jpg?c=1&imbypass=on,,,,,,
Columbia Taping Tools,Columbia Inside Corner Applicator 4 Wheels,"## Precision Corner Finishing

Elevate your finishing standards with the Columbia Inside Corner Applicator. Engineered for the rigorous demands of professional drywall contractors, this tool ensures consistent, high-quality corner finishing with every pass. By combining robust materials with advanced design, Columbia Taping Tools delivers a solution that maximizes efficiency and minimizes rework.

## Superior Construction and Performance

Crafted from high-grade, solid aluminum billet, this applicator is built to withstand the daily wear and tear of the job site while maintaining perfect alignment. The four-wheel configuration provides enhanced stability and tracking, allowing you to navigate inside corners with confidence and speed. Equipped with smooth-gliding Delrin wheels, it minimizes friction and prevents surface damage, delivering a flawless finish that significantly reduces the need for extensive sanding.

## Key Features

- **Solid Aluminum Billet Construction:** Precision-machined for maximum durability and long-term reliability in demanding work environments.
- **4-Wheel Stability:** The quad-wheel design ensures the tool stays centered and tracks perfectly along the corner, preventing wobbling or uneven compound distribution.
- **Delrin Wheel Technology:** High-performance Delrin wheels offer a frictionless glide, ensuring smooth movement across the wall surface without marring or scratching.
- **Professional-Grade Accuracy:** Designed to deliver consistent compound application, streamlining your workflow and improving overall finish quality.
- **Ergonomic Efficiency:** Lightweight yet robust, this tool is designed to reduce operator fatigue during extended finishing sessions.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Columbia Taping Tools |
| Product Name | Columbia Inside Corner Applicator 4 Wheels |
| SKU | ICA4-1 |
| UPC | 824149008761 |
| Material | Solid Aluminum Billet |
| Wheel Configuration | 4-Wheel Design |
| Wheel Material | Delrin |",ICA4-1,824149008761,$85.44,85.44,Columbia Inside 4 Wheel Corner Applicator,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/468/1950/inside_corner_applicator_4_wheels_ica1-4_-_front__60656.1675191906.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/468/2439/inside_corner_applicator_4_wheels_ica1-4_-_back__53248.1675191913.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/468/2838/hqdefault_17__29435.1675191918.jpg?c=1&imbypass=on,,,,,,
Columbia Taping Tools,Columbia L-Trim Mud Applicator Head,"## Precision Mud Application for Professional Results

Elevate your drywall finishing efficiency with the Columbia L-Trim Mud Applicator Head. Engineered for professionals who demand precision, this tool streamlines the pre-filling process, ensuring a uniform application every time. By optimizing compound flow, it allows you to maintain a consistent pace and achieve a superior finish with less effort.

## Built for the Job Site

Constructed from high-grade Ultra-High Molecular Weight (UHMW) polyethylene, this applicator head is built to withstand the rigors of daily use. The precision-engineered grooves are designed to distribute joint compound evenly across the wall, significantly reducing the time spent on manual filling and smoothing. Whether you are tackling large-scale commercial projects or residential renovations, this tool provides the reliability and consistency required for a flawless finish.

## Key Features

- **Consistent Mud Distribution:** Proportionate grooves ensure an even layer of compound, minimizing waste and the need for rework.
- **Enhanced Productivity:** Accelerates the pre-filling phase, allowing for faster project completion and improved workflow.
- **Industrial-Grade Durability:** Crafted from UHMW material for superior wear resistance and long-term performance.
- **Universal Compatibility:** Includes an additional nozzle specifically designed to fit Better-Than-Ever compound tubes.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Columbia Taping Tools |
| Product Name | L-Trim Mud Applicator Head |
| SKU | FMH |
| UPC | 824149009188 |
| Material | UHMW (Ultra-High Molecular Weight Polyethylene) |
| Compatibility | Better-Than-Ever compound tubes (via included nozzle) |",FMH,824149009188,$91.93,91.93,"Columbia's L-Trim Mud Headhas proportionate grooves give you a consistent mud distribution on the wall and speeds up the pre-filling process. Made out of UHMW, the strong durable design makes this Mud Head the best on the market. Comes with an extra nozzle that will fit Better-Than-Ever compound tubes.",https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/911/3716/col_l_trim__54085.1675191930.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/911/3527/httpwww.alstapingtools.comimagesproductsdetailcolumbiaflatapp3__49533.1675191928.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/911/3919/hqdefault_17_4__90419.1675191933.jpg?c=1&imbypass=on,,,,,,
Columbia Taping Tools,Columbia Matrix Extendable Flat Box Handle,"## Precision Control for Professional Drywall Finishing

The Columbia Matrix Extendable Flat Box Handle is engineered for the demanding professional who requires consistent performance and superior handling. By combining a lightweight profile with rugged, all-mechanical construction, this handle delivers the reliability needed to tackle high-volume taping and finishing projects without fatigue.

## Built for the Job Site

Crafted from high-grade billet aluminum, the Matrix handle is built to withstand the rigors of the job site while remaining light enough for all-day use. The signature 90-degree grip design provides enhanced leverage and precise control over your flat box, allowing for smoother passes and cleaner finishes. Whether you are working on walls or ceilings, this tool offers the stability and responsiveness that experienced finishers demand.

## Key Features

- **Billet Aluminum Construction:** Precision-machined for maximum durability and a lightweight feel that reduces operator fatigue.
- **90-Degree Grip Geometry:** Optimized for superior leverage, giving you exact control over box pressure and angle.
- **Mechanical Reliability:** A robust, all-mechanical design ensures consistent operation and minimal maintenance requirements.
- **Extendable Reach:** Adjustable length capabilities allow for seamless transitions between wall heights and ceiling work.
- **Professional-Grade Ergonomics:** Designed to meet the high standards of the Columbia Taping Tools lineup, ensuring comfort during extended shifts.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Columbia Taping Tools |
| Product Name | Columbia Matrix Extendable Flat Box Handle |
| SKU | MH |
| UPC | 824149009607 |
| Material | Billet Aluminum |
| Grip Type | 90-Degree |
| Design | Mechanical |",MH,824149009607,$351.49,351.49,"The Columbia Matrix Flat Box Handle is lightweight and all mechanical. With a 90 degree grip, the Matrix gives you increased control over your box. These handles are durable and extremely long lasting, all while maintaining the comfort and ease of use that you're used to with the Columbia brand of tools. The Columbia Matrix mechanical flat box handle is made of all billet aluminum, ensuring a long life.",https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/2594/2438/columbia_matrix__15674.1675191913.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/2594/2872/columbia_matrix_3__77499.1675191919.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/2594/3348/columbia_matrix_2__75124.1675191925.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/2594/2282/columbia_matrix_1__36438.1675191910.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/2594/2777/columbia_waranty__60821.1675191917.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/2594/3159/hqdefault_15_43__15804.1675191923.jpg?c=1&imbypass=on,,,
Columbia Taping Tools,"Columbia Matrix Long Extendable Drywall Flat Box Handle 56"" to 76""","## Master Your Finish with Extended Reach

Elevate your drywall finishing efficiency with the Columbia Matrix Long Extendable Flat Box Handle. Engineered specifically for professional contractors who demand precision at height, this handle provides the extended reach and stability necessary for seamless wall and ceiling applications. By combining robust construction with intuitive handling, it ensures consistent, high-quality results on every job site.

## Precision Engineering for Demanding Environments

Built to withstand the daily rigors of professional use, the Matrix handle features a fully mechanical design that eliminates the need for complex cables or frequent maintenance. The chassis is constructed from high-grade billet aluminum, offering an optimal strength-to-weight ratio that minimizes operator fatigue during extended shifts. With its specialized 90-degree grip orientation, this handle delivers superior leverage, allowing for precise pressure control and a smoother finish across every pass.

## Key Features

- **Adjustable Telescoping Range:** Easily extends from 56 inches to 76 inches, providing the versatility needed for high walls and ceilings without sacrificing stability.
- **Billet Aluminum Construction:** Precision-machined for maximum durability, ensuring the tool remains lightweight while resisting the wear and tear of professional environments.
- **Mechanical Reliability:** A robust, cable-free design ensures consistent performance and reduces downtime, making it a dependable asset for any finishing kit.
- **Ergonomic 90-Degree Grip:** Designed for natural hand positioning, this grip style enhances control and reduces wrist strain during repetitive motions.
- **Professional Compatibility:** Engineered by Columbia Taping Tools to integrate seamlessly with standard flat boxes, maintaining the high standards of the trade.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Columbia Taping Tools |
| Product Name | Matrix Long Extendable Flat Box Handle |
| Length Range | 56"" - 76"" |
| Material | Billet Aluminum |
| Operation Type | Mechanical |
| SKU | MHL |
| UPC | 824149010191 |",MHL,824149010191,$373.12,373.12,"Columbia Matrix Long Extendable Flat Box Handle56"" to 76""",https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3047/1639/matrix56-76__96006.1675191901.png?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3047/701/matrixhead_1__43542.1675191888.png?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3047/1495/matrixextended__44940.1675191899.png?c=1&imbypass=on,,,,,,
